QID,PageTitle,description,occupation_labels,cluster,topClusterWords,umap_x,umap_y
Q12961361,Alicia P. Magos,Filipino anthropologist,"['anthropologist', 'historian']",60,"['physician', 'chinese', 'taiwanese', 'filipino', 'scientist']",9.031371,4.918419
Q95992154,Julie C. Price,American Physicist and Professor of Radiology,[],61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",4.7537556,5.025412
Q64416140,Elizabeth Franz (scientist),New Zealand neurology academic,['neuroscientist'],96,"['zealand', 'new', 'academic', 'researcher', 'medical']",2.3283677,-1.2640921
Q98179478,Shannon Zenk,American nurse scientist,"['nurse scientist', 'registered nurse']",22,"['nurse', 'american', 'nursing', 'researcher', 'scientist']",14.177055,10.677007
Q17626859,Ida Maclean,English biochemist & academic,"['biochemist', 'academic']",5,"['biochemist', 'american', 'british', 'german', 'geochemist']",5.1785784,8.711034
Q94544875,Joëlle Perreau,Seychellois linguist,"['research fellow', 'linguist']",21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.801384,17.162004
Q15130517,Karen Ho,American anthropologist,"['anthropologist', 'university teacher']",15,"['anthropologist', 'american', 'cultural', 'professor', 'academic']",-0.5460448,-5.008419
Q67157799,Sonja Smets,Belgian and Dutch logician and epistemologist,"['epistemologist', 'logician', 'philosopher', 'mathematician']",29,"['swedish', 'dutch', 'danish', 'scientist', 'academic']",11.0158825,7.5374923
Q59618282,Doris Graber,American political scientist (1923–2018),"['political scientist', 'university teacher']",57,"['scientist', 'american', 'political', 'politician', 'academic']",23.664377,0.3515803
Q2007964,Elizabeth Burgos,Venezuelan anthropologist,"['anthropologist', 'historian']",64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",13.219684,4.083882
Q57158507,Caroline Harwood,American microbiologist,['scientist'],27,"['microbiologist', 'american', 'bacteriologist', 'researcher', 'british']",18.832676,-4.2268
Q106832587,Sharon L. Smith,American marine ecologist,[],40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",16.17014,-0.17911656
Q96217594,Adrienne J. Smith,American psychologist,['psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.65128,11.103225
Q93908841,Worood Zuhair,Iraqi women's rights activist,"['biology student', 'human rights defender', 'biologist']",65,"['american', 'women', 'director', 'activist', 'organization']",8.390212,4.3621483
Q6375370,Kate Bertram,British biologist and ichthyologist (1912-1999),"['biologist', 'college head', 'scientific collector']",90,"['british', 'scientist', 'biologist', 'academic', 'anthropologist']",15.493986,-0.64561117
Q21463152,Katherine Belov,Australian scientist and geneticist,"['biologist', 'geneticist']",42,"['geneticist', 'american', 'british', 'australian', 'researcher']",0.020392543,0.37004855
Q4647638,A. Catrina Coleman,Scottish electrical engineer,"['engineer', 'physicist']",54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",16.239525,6.275488
Q3616412,Susan R. Barry,American neurobiologist,"['writer', 'neurologist', 'neurobiologist']",36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.728938,-1.3178858
Q3819010,Lynn Kimsey,U.S. entomologist,"['zoologist', 'entomologist']",78,"['entomologist', 'american', 'british', 'ecologist', 'zealand']",0.8075663,2.309072
Q6759640,Margaret Levyns,South African botanist (1890-1975),"['botanist', 'taxonomist', 'phytogeographer', 'botanical collector', 'scientific collector']",75,"['botanist', 'australian', 'african', 'south', 'zealand']",16.549772,2.336623
Q28860033,Gladys Anoma,Ivorian politician (1930-2006),['politician'],50,"['scientist', 'african', 'south', 'ugandan', 'academic']",9.930629,3.824782
Q4075377,Joan Bybee,American linguist,"['linguist', 'university teacher']",21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.84031,17.221571
Q79317706,Faye Z. Belgrave,researcher,['psychologist'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.571566,22.647577
Q4970827,Laila Ohlgren,"Swedish engineer, inventor",['inventor'],29,"['swedish', 'dutch', 'danish', 'scientist', 'academic']",10.354105,7.709458
Q46845469,Margaretta Palmer,American astronomer,"['mathematician', 'astronomer']",7,"['astronomer', 'american', 'british', 'french', 'german']",22.832104,4.1209807
Q37376198,Dora Biro,researcher,['researcher'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.595131,22.666857
Q23782401,Catherine Mohr,roboticist; works on surgical robots and robotic surgical procedures,['roboticist'],65,"['american', 'women', 'director', 'activist', 'organization']",18.28637,7.9993296
Q123479953,Yanna Krupnikov,political scientist,"['political scientist', 'university teacher']",57,"['scientist', 'american', 'political', 'politician', 'academic']",23.73319,0.28888398
Q14084239,Jeanne Lusher,American physician,['physician'],23,"['american', 'physician', 'medical', 'doctor', 'scientist']",-6.31016,2.0188732
Q6017845,Fatma Hikmet İşmen,Turkish agricultural engineer and statesperson (1918–2006),"['politician', 'engineer']",54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",9.809096,6.3054814
Q5354265,Eleanor Duckworth,"American psychologist, editor","['psychologist', 'editor']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-0.8506463,5.834298
Q91535102,Mary E. Harrington,American chronobiologist,['chronobiologist'],61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",4.5944138,4.523263
Q114348017,Radhika Kulkarni,indian-American operations researcher,"['mathematician', 'operations researcher']",85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",15.335833,7.691452
Q96306263,Tina Alster,American dermatologist,"['academic', 'dermatologist', 'university teacher']",59,"['american', 'ophthalmologist', 'dermatologist', 'gerontologist', 'arachnologist']",12.485843,-3.22879
Q41502176,Eka Esu Williams,Nigerian immunologist and activist,['activist'],86,"['immunologist', 'american', 'researcher', 'british', 'canadian']",13.050148,-4.828325
Q67371256,Electrical Association for Women,twentieth-century British women's and educational organisation promoting the benefits of electricity in the home,[],65,"['american', 'women', 'director', 'activist', 'organization']",15.915544,6.32052
Q42666451,Ambika Bumb,American businesswoman and medical researcher,"['businessperson', 'researcher']",92,"['researcher', 'american', 'health', 'medical', 'public']",5.3095894,5.5847096
Q59423230,Deborah M. Capaldi,British American developmental psychologist,['developmental psychologist'],33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",-2.7993805,5.4737597
Q79404240,Dedra Buchwald,American epidemiologist,['epidemiologist'],52,"['epidemiologist', 'american', 'physician', 'british', 'researcher']",-3.4329875,1.9139357
Q5364933,Ellen Markman,American psychologist,"['cognitive scientist', 'researcher']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.63327,11.083452
Q21005716,Edna O'Shaughnessy,Kleinian psychoanalyst,"['scientist', 'psychoanalyst']",8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-0.29464942,6.205929
Q3335616,Nancy Wexler,American geneticist,"['geneticist', 'physician', 'university teacher']",42,"['geneticist', 'american', 'british', 'australian', 'researcher']",-0.3465008,-0.010361671
Q5549793,Geraldine Seydoux,American biologist,"['molecular biologist', 'geneticist']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",2.977746,15.19873
Q17005683,Rachel Lloyd (chemist),American chemist (1839-1900),"['chemist', 'university teacher']",11,"['chemist', 'american', 'british', 'canadian', 'researcher']",5.4038324,11.475945
Q63643764,Carmen Williams,American obstetrician-gynecologist and reproductive biologist,"['obstetrician-gynecologist', 'physician-scientist', 'developmental biologist']",28,"['obstetrician', 'gynecologist', 'american', 'gynaecologist', 'british']",4.5162997,5.371451
Q3350253,Jean Berko Gleason,American psycholinguist,"['linguist', 'psychologist']",21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.055926,16.218912
Q55873665,Emer Colleran,Irish microbiologist,['microbiologist'],27,"['microbiologist', 'american', 'bacteriologist', 'researcher', 'british']",18.381197,-3.58134
Q18397827,Isobel Wylie Hutchison,Scottish Arctic traveller and botanist (1889-1982),"['botanist', 'explorer', 'botanical collector', 'traveler', 'filmmaker', 'scientific collector']",19,"['botanist', 'british', 'english', 'irish', 'german']",10.809121,11.151047
Q16013001,Gladys Lounsbury Hobby,American scientist (1910-1993),"['microbiologist', 'scientist']",48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",13.222509,7.9043245
Q80365,Maria Angela Ardinghelli,"Italian mathematician, physicist, and translator","['physicist', 'non-fiction writer', 'translator', 'mathematician', 'writer']",84,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",11.410614,1.7227948
Q4726076,Alice S. Huang,American biologist,"['biologist', 'virologist']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",2.9773493,15.199013
Q5340086,Edna P. Plumstead,South African palaeobotanist (1903-1989),"['botanist', 'paleontologist', 'paleobotanist']",67,"['paleontologist', 'american', 'geologist', 'paleoclimatologist', 'paleobotanist']",9.768847,9.733381
Q25336911,Isabel do Carmo,Portuguese writer,"['writer', 'physician', 'researcher', 'politician']",64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",12.985812,3.4043016
Q57100,Maria Goeppert Mayer,German-born American theoretical physicist (1906-1972),"['physicist', 'nuclear physicist', 'university teacher', 'scientist']",71,"['physicist', 'american', 'nuclear', 'theoretical', 'particle']",8.162754,10.233145
Q21607999,Irene Bernasconi,Argentine marine biologist,"['biologist', 'zoologist', 'teacher', 'scientific collector']",40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",16.452911,-0.16657273
Q16631787,Elaine Aron,Psychologist and author about sensory processing sensitivity,"['psychologist', 'non-fiction writer']",33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",-0.81083393,5.832777
Q72119096,Lorenza Viola,researcher,['scientist'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.432365,22.49489
Q50396635,Sindisiwe van Zyl,"South African physician, radio DJ and columnist","['physician', 'columnist', 'broadcaster', 'health activist', 'disc jockey', 'researcher']",80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",9.664358,3.9048755
Q15989710,Mabel Hokin,English Biochemist (1924-2003),['biochemist'],5,"['biochemist', 'american', 'british', 'german', 'geochemist']",5.1042476,8.373653
Q27703716,Dorothy W. Baruch,American psychologist,"['psychologist', ""children's writer""]",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.659363,11.101675
Q110682338,Marina Voroshilova,Soviet virologist,['virologist'],43,"['virologist', 'american', 'british', 'german', 'researcher']",7.882339,18.00942
Q5248379,Deborah Serani,American psychologist,"['writer', 'psychologist']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.650595,11.104759
Q59186674,Celine Frere,Australian biologist and researcher,['researcher'],13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",6.069395,2.4227645
Q2656542,Ingrid Visser (biologist),New Zealand biologist,"['biologist', 'researcher']",38,"['new', 'zealand', 'scientist', 'biologist', 'born']",7.7109632,2.1076725
Q119134592,Drucilla K. Barker,marxist feminist economist,"['anthropologist', 'university teacher']",30,"['economist', 'american', 'british', 'university', 'economics']",8.601855,3.5558176
Q19780931,Maria Eneyda Pacheco Kauffman Fidalgo,Brazilian mycologist (1928-1970),"['botanist', 'botanical collector']",10,"['oncologist', 'american', 'mycologist', 'medical', 'physician']",7.5364428,6.298226
Q16012695,Miriam Elizabeth Simpson,American doctor and Professor of anatomy,"['physician', 'anatomist']",61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",5.918918,5.5564923
Q85953436,Deborah Delmer,American plant pathologist,"['scientist', 'phytopathologist']",81,"['plant', 'american', 'biologist', 'scientist', 'physiologist']",10.076292,11.420577
Q110651653,Katherine Squibb,American toxicologist,"['toxicologist', 'university teacher']",61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",5.381428,5.120979
Q25851018,Jeanne Burbank,American electrochemist,['chemist'],5,"['biochemist', 'american', 'british', 'german', 'geochemist']",1.2120105,-6.90812
Q7132102,Paola S. Timiras,American endocrinologist (1923-2008),['endocrinologist'],61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",4.8420315,6.692142
Q61456782,Hazel Rymer,Volcanologist,"['volcanologist', 'university teacher', 'scientist']",79,"['geologist', 'american', 'british', 'professor', 'academic']",9.061597,2.0331533
Q55688441,Julia Koricheva,Russian ecologist in the UK,"['researcher', 'professor']",69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",12.304571,10.492999
Q63347138,Elizabeth M. Shaw,British hydrologist,"['hydrologist', 'university teacher']",90,"['british', 'scientist', 'biologist', 'academic', 'anthropologist']",14.843697,-0.034593564
Q2679156,Mary J. Rathbun,American carcinologist (1860–1943),"['zoologist', 'carcinologist', 'scientific collector']",51,"['american', 'british', 'pathologist', 'mycologist', 'bacteriologist']",7.48063,6.2528734
Q20963315,Gloria Montenegro,Chilean botanist and professor,"['botanist', 'biologist', 'university teacher']",64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",13.364171,4.4400415
Q545465,Phyllis Chesler,"Psychotherapist, college professor, and author","['psychologist', 'psychotherapist', 'university teacher', 'writer', 'conspiracy theorist']",8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-0.6518637,4.8603253
Q54954860,Lila Wallis,Polish American physician,"['gynecologist', 'physician']",83,"['polish', 'scientist', 'politician', 'physician', 'romanian']",9.531407,7.0021195
Q1133302,Cornelia Denz,German physicist,"['physicist', 'university teacher']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",8.161038,10.258954
Q3710499,Jenny Harrison,American mathematician,"['mathematician', 'university teacher']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.079171,-9.5001135
Q54313902,Murder of Pam Basu,"1992 murder in Savage, Maryland",[],0,"['british', 'american', 'english', 'metallurgist', 'historian']",1.4517175,4.747952
Q50379412,Lynn Cherny,data science consultant,['lecturer'],14,"['computer', 'scientist', 'american', 'british', 'researcher']",18.167223,7.1531262
Q89018982,Lesley Souter,"engineer, first female electrical engineering student at the University of Glasgow (1917-1981)",['engineer'],54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",15.709131,6.261892
Q23768714,Emily Balcetis,social psychologist,['social psychologist'],99,"['social', 'psychologist', 'american', 'scientist', 'worker']",-1.2868541,4.8042626
Q73254358,Mkunde Chachage,lecturer and immunologist researcher at Mbeya College of Health and Allied Sciences located under the University of Dar es Salaam (UDSM - MCHAS).,['docent'],86,"['immunologist', 'american', 'researcher', 'british', 'canadian']",12.987594,-4.728777
Q11763,Monica S. Lam,American computer scientist,"['computer scientist', 'academic', 'university teacher', 'researcher']",14,"['computer', 'scientist', 'american', 'british', 'researcher']",20.031124,7.8961864
Q42586954,Tara Spires-Jones,neurodegeneration researcher,['neuroscientist'],36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.154153,-0.9829955
Q104599793,Virginia Angiola Borrino,Italian pediatrician (1880-1965),['pediatrician'],53,"['american', 'pediatrician', 'pediatric', 'paediatrician', 'physician']",2.9933841,6.914739
Q90262727,Amy Orben,British experimental psychologist,['researcher'],8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-1.2893927,6.481326
Q47542233,Anne McNeil,American chemist,['chemist'],11,"['chemist', 'american', 'british', 'canadian', 'researcher']",2.9841852,-10.22376
Q54086496,Claudia Tebaldi,American climate modeller and climate change researcher,"['climatologist', 'climate change researcher']",32,"['american', 'ecologist', 'environmental', 'scientist', 'professor']",8.752798,11.99881
Q116992509,Linda Teplin,public health researcher and behavioral health scientist,[],92,"['researcher', 'american', 'health', 'medical', 'public']",5.6706004,5.1743197
Q18631649,Joan Brugge,American biologist,"['biologist', 'researcher']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",2.9700954,15.2064905
Q29570890,Bridget Terry Long,American economist and academic administrator,"['economist', 'academic administrator']",55,"['american', 'administrator', 'academic', 'scientist', 'university']",13.217794,-0.8467981
Q4793582,Sally Davies (doctor),British medical doctor and academic administrator,"['physician', 'hematologist']",80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",7.083644,4.557931
Q21517807,Emma Leclercq,Belgian zoologist,"['naturalist', 'physicist', ""women's rights activist"", 'botanist']",76,"['zoologist', 'american', 'british', 'australian', 'german']",1.0931076,10.86467
Q21176870,Igerna Sollas,British naturalist,"['geneticist', 'geologist', 'zoologist', 'paleontologist']",90,"['british', 'scientist', 'biologist', 'academic', 'anthropologist']",11.29687,10.5293255
Q46986863,Nadia Chaudhri,Canadian psychologist,"['researcher', 'psychologist', 'professor']",33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",15.730213,18.148153
Q109769637,Elizabeth Essex-Cohen,Australian physicist,['physicist'],13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",10.013369,0.079740815
Q63117672,Concha Gómez,Italian and Cuban-American mathematician,['mathematician'],2,"['mathematician', 'american', 'russian', 'polish', 'born']",11.432356,1.6990182
Q29047539,Becky Pettit,American sociologist,['sociologist'],31,"['sociologist', 'american', 'academic', 'french', 'writer']",8.559612,-0.9951785
Q4883677,Belle Reynolds,American Civil War nurse,['nurse'],22,"['nurse', 'american', 'nursing', 'researcher', 'scientist']",14.180866,10.679817
Q47088388,Maritza Soto,Chilean astronomer,['astronomer'],7,"['astronomer', 'american', 'british', 'french', 'german']",13.452846,4.2933145
Q36337809,Saïda Hossini,Moroccan paleontologist,['paleontologist'],67,"['paleontologist', 'american', 'geologist', 'paleoclimatologist', 'paleobotanist']",9.3735075,9.868773
Q34223218,Margaret Campbell Mann Lesley,geneticist and cytologist,"['geneticist', 'cell biologist', 'biologist', 'teacher']",42,"['geneticist', 'american', 'british', 'australian', 'researcher']",6.6414046,7.7605457
Q41068788,Brenda Schulman,American biochemist and structural biologist,"['biochemist', 'structural biologist']",5,"['biochemist', 'american', 'british', 'german', 'geochemist']",5.829444,8.928404
Q87742389,Susan S. Hubbard,American geophysicist,['geophysicist'],98,"['american', 'geographer', 'geophysicist', 'british', 'geoscientist']",12.115479,-0.027739093
Q52150739,Anne Haney Cross,American neurologist and neuroimmunologist,['researcher'],36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.5467117,-0.76088244
Q136549357,Robin Kanarek,American physiological psychologist,['physiological psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.63559,11.111325
Q16002140,Anastasia Ailamaki,Greek/Swiss computer scientist,"['computer scientist', 'engineer']",14,"['computer', 'scientist', 'american', 'british', 'researcher']",17.897808,6.728187
Q8248851,Lei Jieqiong,"Chinese sociologist, activist, and politician (1905-2011)","['sociologist', 'politician']",60,"['physician', 'chinese', 'taiwanese', 'filipino', 'scientist']",8.561026,-0.9131352
Q21480835,Mirta González Suárez,Costa Rican writer and psychologist,"['writer', 'psychologist']",8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-0.6873492,5.805915
Q56181,Rebecca W. Keller,American author and scientist,"['scientist', 'writer']",48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",12.865733,7.9746304
Q43380149,Helen Walker McAndrew,Scottish American physician,['physician'],80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",7.281304,4.5844955
Q63246941,María Dolores García Cotarelo,Spanish politician,['biologist'],64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",13.309622,3.7831335
Q7145717,Patricia Mather,Australian zoologist (1925–2012),"['zoologist', 'biologist', 'marine biologist', 'curator', 'taxonomist', 'scientific collector']",76,"['zoologist', 'american', 'british', 'australian', 'german']",1.1688529,10.668758
Q57656483,Santosh Kurinec,American electrical engineer,['engineer'],85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",16.526651,6.364207
Q42791351,Belinda Medlyn,academic and ecosystem modeller,['researcher'],32,"['american', 'ecologist', 'environmental', 'scientist', 'professor']",12.369946,10.627714
Q79052300,Cynthia D. Belar,,['psychologist'],35,[],-10.487951,3.5618181
Q100251324,Danièle Aron-Rosa,French ophthalmologist and painter,"['ophthalmologist', 'painter', 'inventor', 'physician-scientist']",59,"['american', 'ophthalmologist', 'dermatologist', 'gerontologist', 'arachnologist']",4.655652,-0.89671755
Q58206860,Jenni L. Evans,Meteorologist and atmospheric scientist,['meteorologist'],37,"['scientist', 'science', 'researcher', 'american', 'meteorologist']",16.585276,10.366039
Q88944602,Courtney Fitzhugh,American hematologist and scientist,"['physician-scientist', 'hematologist']",61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",6.5671234,4.285273
Q57558556,Roxane Cohen Silver,researcher ORCID ID = 0000-0002-4013-6792,['researcher'],70,"['0000', 'orcid', 'researcher', 'id', '0002']",-1.7568526,1.5459971
Q64366067,Johanna Brewer,American developer,"['academic', 'university teacher']",85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",17.314995,7.311036
Q527720,Joan Bresnan,American linguist,"['linguist', 'university teacher', 'academic']",21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.841548,17.22295
Q28858772,Nan Bernstein Ratner,Neuroscience researcher; Specialist in child language disorders,"['speech and language therapist', 'linguist', 'university teacher']",36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.1539845,-0.96651495
Q70139675,Marion Stirling Pugh,American archaeologist,['archaeologist'],24,"['archaeologist', 'american', 'anthropologist', 'chinese', 'classical']",-3.0446599,12.624421
Q53113058,Gretta Pecl,Australian marine ecologist and researcher,['marine ecologist'],40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",16.038784,-0.03477506
Q2368918,Clémence Royer,French philosopher and scholar (1830–1902),"['anthropologist', 'linguist', 'translator', 'philosopher', 'economist']",89,"['french', 'physicist', 'biologist', 'scientist', 'historian']",11.506841,6.4049807
Q24702106,Doris Abele,German marine biologist,"['marine biologist', 'researcher']",40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",8.077968,8.8353615
Q7382967,Ruth Ella Moore,American bacteriologist (1903–1994),"['biologist', 'bacteriologist', 'university teacher']",51,"['american', 'british', 'pathologist', 'mycologist', 'bacteriologist']",18.015812,-2.3736103
Q84208408,Moriel Zelikowsky,American neuroscientist,['neuroscientist'],1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",1.5280266,-2.6138854
Q50318893,Marianne Kärrholm,Swedish chemical engineer and academic,"['academic', 'chemical engineer']",54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",5.3454943,13.735104
Q18738721,Leonore Davidoff,American historian and sociologist (1932-2014),"['sociologist', 'historian', 'academic', 'essayist', ""women's rights activist"", 'art historian']",31,"['sociologist', 'american', 'academic', 'french', 'writer']",8.655667,-0.7043318
Q6502594,Laverne Antrobus,British psychologist/author/television presenter,['psychologist'],8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-1.2891426,6.481409
Q26896948,Janet Kelso,South African bioinformatician,"['bioinformatician', 'biologist']",50,"['scientist', 'african', 'south', 'ugandan', 'academic']",9.764255,4.0142717
Q2781828,Nabia Abbott,American scholar of Islam (1897–1981),['university teacher'],66,"['american', 'writer', 'author', 'activist', 'educator']",13.1603,7.554775
Q86453943,Caroline Tolbert,American political scientist,"['political scientist', 'writer', 'academic']",57,"['scientist', 'american', 'political', 'politician', 'academic']",23.735512,0.28684586
Q16115403,Rhonda Hughes,American mathematician & academic,"['mathematician', 'university teacher']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",10.031829,-6.231115
Q55861216,Uraina Clark,American neuroscientist,['researcher'],1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",1.5250295,-2.615059
Q66725870,Adele Cutler,Statistician,['statistician'],49,"['statistician', 'british', 'mathematical', 'australian', 'zealand']",14.5582075,3.2833276
Q18715710,Eloise Blaine Cram,American zoologist (1896-1957),"['zoologist', 'parasitologist', 'scientific collector']",76,"['zoologist', 'american', 'british', 'australian', 'german']",1.2330512,10.752897
Q4794169,Norma Restieaux,New Zealand medical doctor and cardiologist,"['cardiologist', 'physician']",96,"['zealand', 'new', 'academic', 'researcher', 'medical']",7.4640617,3.6048732
Q2918786,Mary Barkworth,American botanist (1941- ),"['botanist', 'botanical collector', 'astrologer', 'scientific collector']",62,"['botanist', 'american', 'canadian', 'argentinian', 'russian']",10.722919,12.013952
Q87663606,Ingeborg Brun,"Danish amateur astronomer, socialist (1872–1929)","['writer', 'astronomer', 'socialist']",7,"['astronomer', 'american', 'british', 'french', 'german']",11.818139,4.0013423
Q77359132,Elizabeth G. Loboa,American engineer and academic administrator,"['biomedical engineer', 'researcher']",85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",16.001892,6.9988203
Q70138123,Ada Poon,Hong Kong-American electrical engineer,"['engineer', 'electrical engineer', 'academic', 'university teacher']",54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",16.538557,6.3857255
Q12530219,Gulsum Asfendiyarova,Kazakh medical practitioner,"['community leader', 'physician']",80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",8.789435,6.878711
Q29549,Helen Porter,British botanist (1899-1987),"['botanist', 'university teacher', 'biochemist', 'science writer', 'biologist']",19,"['botanist', 'british', 'english', 'irish', 'german']",10.75979,11.274254
Q11015464,Aleksandra Kornhauser Frazer,Slovene chemist,['chemist'],46,"['chemist', 'german', 'british', 'american', 'professor']",9.853942,7.3372035
Q6376671,Kathleen Carley,American social scientist,['sociologist'],99,"['social', 'psychologist', 'american', 'scientist', 'worker']",12.419761,8.488741
Q83751661,Denise Walsh,American political scientist,['political scientist'],57,"['scientist', 'american', 'political', 'politician', 'academic']",23.73663,0.28581813
Q102198390,Helen Infeld,American mathematician (1907–1993),"['mathematician', 'university teacher']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.613315,-5.8120856
Q57915881,Malgorzata Dubiel,Polish mathematician and mathematics educator,['mathematician'],2,"['mathematician', 'american', 'russian', 'polish', 'born']",10.32631,6.1881
Q105940579,Annette S. Lee,"American astrophysicist, educator, and artist","['astrophysicist', 'professor', 'painter']",39,"['astrophysicist', 'american', 'british', 'italian', 'australian']",-2.8556972,-1.7130765
Q51781,Katia Sycara,Greek-American computer scientist,"['roboticist', 'mathematician', 'engineer', 'computer scientist', 'artificial intelligence researcher', 'university teacher']",14,"['computer', 'scientist', 'american', 'british', 'researcher']",17.887215,6.728715
Q28324141,Aleksandra Monedzhikova,Bulgarian geographer (1889-1959),"['geographer', 'teacher', 'writer', 'opinion journalist', 'historian']",83,"['polish', 'scientist', 'politician', 'physician', 'romanian']",9.603222,6.6811433
Q96006976,Cymene Howe,cultural anthropologist,['anthropologist'],15,"['anthropologist', 'american', 'cultural', 'professor', 'academic']",9.381075,4.8014884
Q50376647,Wendy Burn,President of the Royal College of Psychiatrists,['psychiatrist'],8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-0.6950682,4.851299
Q12795028,Ljudmila Dolar Mantuani,Slovenian petrologist,"['geologist', 'university teacher', 'mineralogist', 'petrologist']",83,"['polish', 'scientist', 'politician', 'physician', 'romanian']",9.840809,7.327852
Q22006322,Dorolyn Lines,irrigation engineer (1901-1975),['engineer'],54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",16.143476,6.5803447
Q388236,Lydia DeWitt,American pathologist and anatomist (1859–1928),"['anatomist', 'pathologist']",51,"['american', 'british', 'pathologist', 'mycologist', 'bacteriologist']",5.9894037,4.782392
Q61974497,Anne Thorne,British physicist,['physicist'],44,"['physicist', 'american', 'british', 'space', 'physics']",6.9130754,-1.3699907
Q70377474,Alinah Kelo Segobye,"Social development activist, Professor and Archaeologist","['archaeologist', 'activist', 'professor', 'deputy', 'president']",24,"['archaeologist', 'american', 'anthropologist', 'chinese', 'classical']",12.911269,9.234661
